id,opportunity_id,opportunity_name,source_actor_name,source_actor_type,instrument_type,geographic_scope,eligible_actor_types,gpc_sector,sector_scope,status,application_window,source_url,provider_actor_id,notes_internal,last_updated,Doc_Source,Grupo_Duplicado,Desición 
175,ODEPA_AGRI_087,Financiamiento de Proyectos APEC,Asia-Pacific Economic Cooperation (APEC),multilateral_agency,grant,other,"public_agency, national",No especificado,No especificado,recurring,No especificado,https://www.apec.org/projects/applying-for-funds,No especificado,La mayoría de los proyectos de APEC se centran en transferir conocimientos y habilidades entre los miembros y,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,75,No es lo mismo
176,ODEPA_AGRI_088,"Programa - Sector ""eficiencia energética""",Euroclima,multilateral_agency,grant,Chile national,"municipal, public_agency",Stationary Energy,energy,recurring,No especificado,https://www.euroclima.org/energia,No especificado,"Fortalecimiento de las capacidades institucionales, marcos regulatorios de políticas públicas y los sistemas d",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,76,No es lo mismo
177,ODEPA_AGRI_089,Programa - Acciones de política climática,Euroclima,multilateral_agency,grant,"Latin America, Chile national","public_agency, national, community_org",No especificado,cross_sector,recurring,No especificado,https://www.euroclima.org/lineas-de-actuacion,No especificado,"Fortalecer a los países de latinoamérica respecto a la gobernanza climática y el diseño, actualización e imple",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,76,No es lo mismo
178,ODEPA_AGRI_090,Bonos de carbono - Mercado regulado internacional,No especificado,other,other,global,other,AFOLU,other,recurring,No especificado,No especificado,No especificado,"Los bonos de carbono bajo el mercado regulado permiten la reducción de emisiones de gases de efecto invernadero | Financiar proyectos que reducen emisiones. Los bonos de carbono son transados en los mercados voluntarios, don",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,,
179,ODEPA_AGRI_091,Fondo concursable de investigación,Global Research Council,multilateral_agency,grant,global,"public_agency, national, academia",No especificado,cross_sector,recurring,No especificado,https://anid.cl/concursos/grc-anid-de-objetivos-de-desarrollo-sostenible-ods-2022/,No especificado,- Promover la cooperación internacional; - Reunir consorcios que surjan de proyectos de investigación financi,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,,
180,ODEPA_AGRI_092,"Programas (Small Grants Program, Collaborative Research Network Program, Initial Science programs, Program to Expand Scientific capacity in the Americas, Start-up program)",Inter-American Institute for Global Change Research: IAI,multilateral_agency,grant,Chile national,"public_agency, national, academia, ngo",No especificado,cross_sector,recurring,No especificado,https://www.iai.int/,No especificado,El objetivo principal del IAI es fomentar la investigación científica más allá del alcance de los programas na,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,,
181,ODEPA_AGRI_093,Programa de TNC en Chile,The Nature Conservancy,ngo/foundation,grant,Chile national,"academia, ngo, community_org",No especificado,No especificado,recurring,No especificado,No especificado,No especificado,Variable según tipo de proyecto,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,,
183,ODEPA_AGRI_095,Programa Regional CLIMAT-AmSud,ANID,national_government,grant,"Chile national, Latin America","public_agency, national, academia, community_org, private","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,2 años,https://anid.cl/redes-estrategia-y-conocimiento/concurso-programa-regional-climat-amsud/,No especificado,"Promover y reforzar la colaboración y la creación de redes de investigación y desarrollo y financiar proyectos | Mencionado en Anexo 6 como posible fuente en L2.3. | Tabla 38, fondos internacionales.",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
184,ODEPA_AGRI_096,Banco de Desarrollo de América Latina y el Caribe (CAF),Banco de Desarrollo de América Latina y el Caribe (CAF),multilateral_agency,grant,"Latin America, Chile national","national, public_agency",No especificado,cross_sector,recurring,No especificado,No especificado,No especificado,"Contribuir al desarrollo de América Latina promoviendo un crecimiento económico sostenible e inclusivo, que pr",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,17,Son lo mismo
185,ODEPA_AGRI_097,Clean Technology Fund program,Climate Investment Fund,multilateral_agency,grant,global,"national, public_agency","Stationary Energy, Stationary Energy – Energy Supply, Transportation","energy, transport",recurring,No especificado,https://www.cif.org/country/chile,No especificado,"Aumentar la producción de energía limpia a nivel global, fortalecer la capacidad de las personas para enfrenta | Provee recursos para ampliar demostración, implementación y transferencia de tecnologías de bajo carbono en energías renovables, eficiencia energética y transporte sustentable.",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | G2. Copy of Guia-de-financiamiento-asociado-con-acciones-de-mitigacion-y-adaptacion-al-cambio-climatico-de-Chile-1.pdf,,
186,ODEPA_AGRI_098,"Programa -sector ""Producción resiliente de alimentos""",Euroclima,multilateral_agency,grant,Chile national,"private, national",AFOLU,other,closed,No especificado,https://www.euroclima.org/alimentos,No especificado,"Fortalecer las capacidades a nivel local, nacional y regional para aumentar la resiliencia al cambio climático",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,19,Son lo mismo
187,ODEPA_AGRI_099,Chile's FCPF Carbon Fund Program,Banco Mundial - Forest Carbon Partnership Facility,multilateral_agency,grant,Chile national,national,AFOLU,other,recurring,No especificado,https://www.forestcarbonpartnership.org/country/chile,No especificado,El programa se enfoca en ayudar a Chile a abordar sus principales impulsores de la deforestación a través de a,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,14,Son lo mismo
188,ODEPA_AGRI_100,Fondo de Biocarbono,Banco Mundial (Climate Change Fund Management Unit),multilateral_agency,grant,global,"public_agency, national",AFOLU,other,closed,No especificado,https://www.biocarbonfund-isfl.org/,No especificado,Movilizar financiamiento para actividades que almacenan o conservan las emisiones de carbono en sistemas fores; No abierto a nuevos solicitantes,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,8,Son lo mismo
189,ODEPA_AGRI_101,Oikocredit,Oikocredit,private_sector,blended,global,"private, community_org","AFOLU, Stationary Energy – Energy Supply","other, energy",recurring,No especificado,No especificado,No especificado,Oikocredit apoya a los pequeños agricultores al tiempo que promueve estándares y certificaciones que fomentan,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,8,Son lo mismo
190,ODEPA_AGRI_102,Farmfit fund,The Sustainable Trade Initiative (IDH),private_sector,blended,global,"private, ppp",AFOLU,other,recurring,No especificado,No especificado,No especificado,"Financiar pequeños agricultores reduciendo el riesgo financiero. En su sitio web indican que ""el Fondo IDH F 2026-03-19 B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | 103 ODEPA_AGRI_103 Tercer programa de trabajo 2023-2027 - Changing the systems that change the climate - Water Energy Food nexus The Climate Technology Centre and Network (CTCN) - PNUD multilateral_agency technical_assistance global public_agency, national AFOLU, Stationary Energy other, energy open No especificado https://pow.ctc-n.org/programme.html No especificado Apoyar a las Partes de la UNFCCC para que cumplan sus compromisos con el Acuerdo de París a través del desarrollo y la transferencia de tecnología y para implementar sus NDCs, mejo 2026-03-19 B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx",,,5,Son lo mismo
191,PMU_SUBDERE_2026,Programa Mejoramiento Urbano y Equipamiento Comunal (PMU),SUBDERE,national_government,grant,"Chile comunal, Chile regional, Chile national, Chile nacional",municipal,"Stationary Energy – Commercial/Public Buildings, Transportation, AFOLU, Waste","buildings, transport, cross_sector, other, waste",recurring,No especificado,https://www.subdere.gov.cl/programas/divisi%C3%B3n-municipalidades/programa-mejoramiento-urbano-y-equipamiento-comunal-pmu,ACTOR_SUBDERE,"• Obras comunitarias a pequeña escala • Incluye luminarias, veredas, áreas verdes y equipamiento urbano | Mencionado en Anexo 6 como posible fuente en L8.2. | Mencionado en cap. 6 (Tablas 13 y 16) y Anexo 8.4. En el PACCC se propone para sombra urbana, infraestructura pública y techos solares. | Mencionado en cap. 6 y Anexo 8.4 para SH 1.4.2, CS 2.3.5 y EIE 4.1.4. | Tabla 38, fondos nacionales. | Financia estudios y construcción de obras a pequeña escala. Usos citados: áreas verdes, luminarias LED y sistemas de captación de agua. | Financia proyectos de inversión municipales y de asociaciones municipales para mejorar calidad de vida de población vulnerable. | pp. 19-20 | aparece en inversión sectorial y transferencias de capital a nivel municipal",2026-03-19,"B4. Copy of Financiamiento PACCC.xlsx | I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx | I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx | I6. (Listo) Copy of Propuesta PARCC .docx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx | G2. Copy of Guia-de-financiamiento-asociado-con-acciones-de-mitigacion-y-adaptacion-al-cambio-climatico-de-Chile-1.pdf | G3. Copy of FINANCIAMIENTO-CLIMATICO.pdf, p. 20 :contentReference[oaicite:42]{index=42} | estructura: Funding Database (Vocabulary).docx :contentReference[oaicite:43]{index=43}",7,Son lo mismo
192,PMB_SUBDERE_2026,Programa Mejoramiento de Barrios (PMB),SUBDERE,national_government,grant,"Chile comunal, Chile regional, Chile national, Chile nacional","municipal, public_agency","Stationary Energy – Energy Supply, Waste, Stationary Energy – Commercial/Public Buildings, AFOLU","cross_sector, waste, buildings, energy, other",recurring,Depende de la tipología del proyecto,https://www.subdere.gov.cl/content/gu%C3%ADa-operativa-pmb-2023,ACTOR_SUBDERE,"• Infraestructura sanitaria básica • Puede incluir energización rural y gestión de residuos | Mencionado en Anexo 8.4 para SH 1.4 y SH 1.5 en saneamiento e infraestructura básica. | • Programa de inversión pública para mejorar calidad de vida en condiciones de marginalidad sanitaria | • Regulariza barrios y campamentos con déficit de servicios básicos. | Tabla 38, fondos nacionales | citado además en M1. | Financia estudios y construcción de infraestructura sanitaria básica y equipamiento urbano en sectores vulnerables. Usos citados: energización rural, gestión de residuos y agua potable. | • Saneamiento sanitario, residuos sólidos, energización y protección del patrimonio | • estudios/diseños/obras hasta 5.000 UTM exentos de informe MDS | • sobre 5.000 UTM requiere RS | • verificar glosa y guía operativa | Apoya acciones para reducir marginalidad en saneamiento sanitario, residuos sólidos, energización y protección del patrimonio. | pp. 19-20 | aparece en inversión sectorial y transferencias de capital a nivel municipal",2026-03-19,"B4. Copy of Financiamiento PACCC.xlsx | I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx | I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx | I6. (Listo) Copy of Propuesta PARCC .docx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx | G1. Copy of Guia-PACCC.pdf | G2. Copy of Guia-de-financiamiento-asociado-con-acciones-de-mitigacion-y-adaptacion-al-cambio-climatico-de-Chile-1.pdf | G3. Copy of FINANCIAMIENTO-CLIMATICO.pdf, p. 20 :contentReference[oaicite:44]{index=44} | estructura: Funding Database (Vocabulary).docx :contentReference[oaicite:45]{index=45}",6,Son lo mismo
193,FPR_MMA_2026,Fondo para el Reciclaje (FPR),Ministerio del Medio Ambiente,national_government,grant,"Chile comunal, Chile regional, Chile national, Chile nacional","municipal, public_agency",Waste,waste,recurring,Plazo igual a 12 meses,No especificado,ACTOR_MMA,"• Proyectos integrales de gestión de residuos • Incluye educación, equipamiento e infraestructura menor para reciclaje | Mencionado en Anexo 6 como posible fuente en L3.1 con la forma 'Fomento para el reciclaje'. | Mencionado en Anexo 8.4 para valorización de residuos y empleos verdes vinculados a economía circular. | • Financia proyectos para hábitos sustentables, equipamiento para reciclaje, kits de compostaje e inclusión de recicladores de base. | Tabla 38, fondos nacionales | citado además en M1. | Financia proyectos integrales de gestión de residuos sólidos a nivel local para prevenir generación y fomentar reutilización, reciclaje y valorización. | • Economía circular | • líneas Joost Meijer, Manuel Valencia y Exequiel Estay | • requiere declaraciones SINADER actualizadas y coordinador/equipo de proyecto | • hasta $11 millones",2026-03-19,B4. Copy of Financiamiento PACCC.xlsx | I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx | I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx | I6. (Listo) Copy of Propuesta PARCC .docx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx | G1. Copy of Guia-PACCC.pdf,3,Son lo mismo
194,FPA_MMA_LINEA_COMUNITARIA_2026,Fondo de Protección Ambiental (FPA) – Línea Comunitaria,Ministerio del Medio Ambiente,national_government,grant,"Chile national, Chile regional, Chile nacional, Chile comunal","community_org, ngo, public_agency, private, municipal","Stationary Energy – Energy Supply, Waste, AFOLU, Stationary Energy","cross_sector, other",recurring,S/I,https://fondos.mma.gob.cl/,ACTOR_MMA,"• Proyectos comunitarios de acción climática local • Líneas temáticas incluyen ecotecnias hídricas, reciclaje, biodiversidad y energía | Mencionado en Anexo 6 como posible fuente en L2.1, L6.1 y L7.1. | Mencionado en cap. 6 (Tabla 13) como fuente para proyectos demostrativos y en medidas ambientales del Anexo 8.4. | Mencionado en cap. 6 para proyectos demostrativos vinculados a sombra y arborización de CS 2.3.5. | Tabla 38, fondos nacionales. | Financia protección o reparación del medio ambiente, desarrollo sustentable, preservación de la naturaleza o conservación del patrimonio ambiental. El reporte indica ejecución usual por organizaciones locales con apoyo municipal. | Fondo ambiental incluido en Anexo 1. | Apoya iniciativas ciudadanas y financia total o parcialmente proyectos o actividades de protección o reparación del medio ambiente y desarrollo sustentable.",2026-03-19,B4. Copy of Financiamiento PACCC.xlsx | I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx | I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx | I6. (Listo) Copy of Propuesta PARCC .docx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx | I8. Guía para la acción climática... Anexo 1 | G2. Copy of Guia-de-financiamiento-asociado-con-acciones-de-mitigacion-y-adaptacion-al-cambio-climatico-de-Chile-1.pdf,4,Son lo mismo
